,id,metadata
815,Clavibacter michiganensis subsp. sepedonicus,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Microbacteriaceae', 'Clavibacter', 'Clavibacter michiganensis', 'Clavibacter michiganensis subsp. sepedonicus']}"
816,Clavibacter phage CMP1,"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Caudovirales', 'Siphoviridae', 'unclassified (derived from Siphoviridae)', 'Clavibacter phage CMP1', 'Clavibacter phage CMP1']}"
817,Clavispora lusitaniae ATCC 42720,"{'taxonomy': ['Eukaryota', 'Ascomycota', 'Saccharomycetes', 'Saccharomycetales', 'Metschnikowiaceae', 'Clavispora', 'Clavispora lusitaniae', 'Clavispora lusitaniae ATCC 42720']}"
818,Clostridiales bacterium 1_7_47FAA,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'unclassified (derived from Clostridiales)', 'unclassified (derived from Clostridiales)', 'Clostridiales bacterium 1_7_47FAA', 'Clostridiales bacterium 1_7_47FAA']}"
819,Clostridiales genomosp. BVAB3 str. UPII9-5,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'unclassified (derived from Clostridiales)', 'unclassified (derived from Clostridiales)', 'Clostridiales genomosp. BVAB3', 'Clostridiales genomosp. BVAB3 str. UPII9-5']}"
820,Clostridium acetobutylicum ATCC 824,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium acetobutylicum', 'Clostridium acetobutylicum ATCC 824']}"
821,Clostridium asparagiforme DSM 15981,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium asparagiforme', 'Clostridium asparagiforme DSM 15981']}"
822,Clostridium bartlettii DSM 16795,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] bartlettii', 'Clostridium bartlettii DSM 16795']}"
823,Clostridium beijerinckii NCIMB 8052,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium beijerinckii', 'Clostridium beijerinckii NCIMB 8052']}"
824,Clostridium bolteae ATCC BAA-613,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium bolteae', 'Clostridium bolteae ATCC BAA-613']}"
825,Clostridium botulinum,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum']}"
826,Clostridium botulinum A str. ATCC 19397,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum A str. ATCC 19397']}"
827,Clostridium botulinum A str. ATCC 3502,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum A str. ATCC 3502']}"
828,Clostridium botulinum A str. Hall,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum A str. Hall']}"
829,Clostridium botulinum A2 str. Kyoto,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum A2 str. Kyoto']}"
830,Clostridium botulinum A3 str. Loch Maree,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum A3 str. Loch Maree']}"
831,Clostridium botulinum B str. Eklund 17B,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum B str. Eklund 17B']}"
832,Clostridium botulinum B1 str. Okra,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum B1 str. Okra']}"
833,Clostridium botulinum Ba4 str. 657,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum Ba4 str. 657']}"
834,Clostridium botulinum Bf,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum Bf']}"
835,Clostridium botulinum C str. Eklund,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum C str. Eklund']}"
836,Clostridium botulinum D str. 1873,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum D str. 1873']}"
837,Clostridium botulinum E1 str. 'BoNT E Beluga',"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', ""Clostridium botulinum E1 str. 'BoNT E Beluga'""]}"
838,Clostridium botulinum E3 str. Alaska E43,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum E3 str. Alaska E43']}"
839,Clostridium botulinum F str. Langeland,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum F str. Langeland']}"
840,Clostridium botulinum NCTC 2916,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium botulinum', 'Clostridium botulinum NCTC 2916']}"
841,Clostridium butyricum 5521,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium butyricum', 'Clostridium butyricum 5521']}"
842,Clostridium butyricum E4 str. BoNT E BL5262,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium butyricum', 'Clostridium butyricum E4 str. BoNT E BL5262']}"
843,Clostridium carboxidivorans P7,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium carboxidivorans', 'Clostridium carboxidivorans P7']}"
844,Clostridium cellulolyticum H10,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium cellulolyticum', 'Clostridium cellulolyticum H10']}"
845,Clostridium cellulovorans 743B,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium cellulovorans', 'Clostridium cellulovorans 743B']}"
846,Clostridium difficile 630,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile 630']}"
847,Clostridium difficile ATCC 43255,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile ATCC 43255']}"
848,Clostridium difficile CD196,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile CD196']}"
849,Clostridium difficile CIP 107932,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile CIP 107932']}"
850,Clostridium difficile NAP07,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile NAP07']}"
851,Clostridium difficile NAP08,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile NAP08']}"
852,Clostridium difficile QCD-23m63,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile QCD-23m63']}"
853,Clostridium difficile QCD-32g58,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile QCD-32g58']}"
854,Clostridium difficile QCD-37x79,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile QCD-37x79']}"
855,Clostridium difficile QCD-63q42,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile QCD-63q42']}"
856,Clostridium difficile QCD-66c26,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile QCD-66c26']}"
857,Clostridium difficile QCD-76w55,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile QCD-76w55']}"
858,Clostridium difficile QCD-97b34,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile QCD-97b34']}"
859,Clostridium difficile R20291,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] difficile', 'Clostridium difficile R20291']}"
860,Clostridium hathewayi DSM 13479,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium hathewayi', 'Clostridium hathewayi DSM 13479']}"
861,Clostridium hiranonis DSM 13275,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] hiranonis', 'Clostridium hiranonis DSM 13275']}"
862,Clostridium hylemonae DSM 15053,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium hylemonae', 'Clostridium hylemonae DSM 15053']}"
863,Clostridium kluyveri DSM 555,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium kluyveri', 'Clostridium kluyveri DSM 555']}"
864,Clostridium kluyveri NBRC 12016,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium kluyveri', 'Clostridium kluyveri NBRC 12016']}"
865,Clostridium lentocellum DSM 5427,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Lachnospiraceae', 'Cellulosilyticum', 'Clostridium lentocellum', 'Clostridium lentocellum DSM 5427']}"
866,Clostridium leptum DSM 753,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium leptum', 'Clostridium leptum DSM 753']}"
867,Clostridium ljungdahlii DSM 13528,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium ljungdahlii', 'Clostridium ljungdahlii DSM 13528']}"
868,Clostridium methylpentosum DSM 5476,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium methylpentosum', 'Clostridium methylpentosum DSM 5476']}"
869,Clostridium nexile DSM 1787,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium nexile', 'Clostridium nexile DSM 1787']}"
870,Clostridium novyi NT,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium novyi', 'Clostridium novyi NT']}"
871,Clostridium papyrosolvens DSM 2782,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium papyrosolvens', 'Clostridium papyrosolvens DSM 2782']}"
872,Clostridium perfringens,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium perfringens', 'Clostridium perfringens']}"
873,Clostridium perfringens ATCC 13124,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium perfringens', 'Clostridium perfringens ATCC 13124']}"
874,Clostridium perfringens B str. ATCC 3626,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium perfringens', 'Clostridium perfringens B str. ATCC 3626']}"
875,Clostridium perfringens C str. JGS1495,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium perfringens', 'Clostridium perfringens C str. JGS1495']}"
876,Clostridium perfringens CPE str. F4969,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium perfringens', 'Clostridium perfringens CPE str. F4969']}"
877,Clostridium perfringens D str. JGS1721,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium perfringens', 'Clostridium perfringens D str. JGS1721']}"
878,Clostridium perfringens E str. JGS1987,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium perfringens', 'Clostridium perfringens E str. JGS1987']}"
879,Clostridium perfringens NCTC 8239,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium perfringens', 'Clostridium perfringens NCTC 8239']}"
880,Clostridium perfringens SM101,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium perfringens', 'Clostridium perfringens SM101']}"
881,Clostridium perfringens str. 13,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium perfringens', 'Clostridium perfringens str. 13']}"
882,Clostridium phage 39-O,"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Caudovirales', 'Siphoviridae', 'unclassified (derived from Siphoviridae)', 'Clostridium phage phiCP39-O', 'Clostridium phage 39-O']}"
883,Clostridium phytofermentans ISDg,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium phytofermentans', 'Clostridium phytofermentans ISDg']}"
884,Clostridium ramosum DSM 1402,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Erysipelotrichi', 'Erysipelotrichales', 'Erysipelotrichaceae', 'unclassified (derived from Erysipelotrichaceae)', 'Clostridium ramosum', 'Clostridium ramosum DSM 1402']}"
885,Clostridium saccharolyticum WM1,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium saccharolyticum', 'Clostridium saccharolyticum WM1']}"
886,Clostridium scindens ATCC 35704,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium scindens', 'Clostridium scindens ATCC 35704']}"
887,Clostridium sp. 7_2_43FAA,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium sp. 7_2_43FAA', 'Clostridium sp. 7_2_43FAA']}"
888,Clostridium sp. HGF2,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium sp. HGF2', 'Clostridium sp. HGF2']}"
889,Clostridium sp. L2-50,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium sp. L2-50', 'Clostridium sp. L2-50']}"
890,Clostridium sp. M62/1,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium sp. M62/1', 'Clostridium sp. M62/1']}"
891,Clostridium sp. SS2/1,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium sp. SS2/1', 'Clostridium sp. SS2/1']}"
892,Clostridium spiroforme DSM 1552,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Erysipelotrichi', 'Erysipelotrichales', 'Erysipelotrichaceae', 'unclassified (derived from Erysipelotrichaceae)', 'Clostridium spiroforme', 'Clostridium spiroforme DSM 1552']}"
893,Clostridium sporogenes ATCC 15579,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium sporogenes', 'Clostridium sporogenes ATCC 15579']}"
894,Clostridium sticklandii DSM 519,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Peptostreptococcaceae', 'unclassified (derived from Peptostreptococcaceae)', '[Clostridium] sticklandii', 'Clostridium sticklandii DSM 519']}"
895,Clostridium thermocellum ATCC 27405,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium thermocellum', 'Clostridium thermocellum ATCC 27405']}"
896,Clostridium thermocellum DSM 2360,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium thermocellum', 'Clostridium thermocellum DSM 2360']}"
897,Clostridium thermocellum JW20,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Clostridiales', 'Clostridiaceae', 'Clostridium', 'Clostridium thermocellum', 'Clostridium thermocellum JW20']}"
898,Clymenella torquata,"{'taxonomy': ['Eukaryota', 'Annelida', 'Polychaeta', 'Capitellida', 'Maldanidae', 'Clymenella', 'Clymenella torquata', 'Clymenella torquata']}"
899,Coccidioides immitis RS,"{'taxonomy': ['Eukaryota', 'Ascomycota', 'Eurotiomycetes', 'Onygenales', 'unclassified (derived from Onygenales)', 'Coccidioides', 'Coccidioides immitis', 'Coccidioides immitis RS']}"
900,Coccidioides posadasii C735 delta SOWgp,"{'taxonomy': ['Eukaryota', 'Ascomycota', 'Eurotiomycetes', 'Onygenales', 'unclassified (derived from Onygenales)', 'Coccidioides', 'Coccidioides posadasii', 'Coccidioides posadasii C735 delta SOWgp']}"
901,Coffea arabica,"{'taxonomy': ['Eukaryota', 'Streptophyta', 'unclassified (derived from Streptophyta)', 'Gentianales', 'Rubiaceae', 'Coffea', 'Coffea arabica', 'Coffea arabica']}"
902,Coix lacryma-jobi,"{'taxonomy': ['Eukaryota', 'Streptophyta', 'Liliopsida', 'Poales', 'Poaceae', 'Coix', 'Coix lacryma-jobi', 'Coix lacryma-jobi']}"
903,Collinsella aerofaciens ATCC 25986,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Coriobacteriales', 'Coriobacteriaceae', 'Collinsella', 'Collinsella aerofaciens', 'Collinsella aerofaciens ATCC 25986']}"
904,Collinsella intestinalis DSM 13280,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Coriobacteriales', 'Coriobacteriaceae', 'Collinsella', 'Collinsella intestinalis', 'Collinsella intestinalis DSM 13280']}"
905,Collinsella stercoris DSM 13279,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Coriobacteriales', 'Coriobacteriaceae', 'Collinsella', 'Collinsella stercoris', 'Collinsella stercoris DSM 13279']}"
906,Colwellia psychrerythraea 34H,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Alteromonadales', 'Colwelliaceae', 'Colwellia', 'Colwellia psychrerythraea', 'Colwellia psychrerythraea 34H']}"
907,Comamonas sp. CNB-1,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Comamonadaceae', 'Comamonas', 'Comamonas testosteroni', 'Comamonas sp. CNB-1']}"
908,Comamonas testosteroni,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Comamonadaceae', 'Comamonas', 'Comamonas testosteroni', 'Comamonas testosteroni']}"
909,Comamonas testosteroni CNB-2,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Comamonadaceae', 'Comamonas', 'Comamonas testosteroni', 'Comamonas testosteroni CNB-2']}"
910,Comamonas testosteroni KF-1,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Comamonadaceae', 'Comamonas', 'Comamonas testosteroni', 'Comamonas testosteroni KF-1']}"
911,Comamonas testosteroni S44,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Burkholderiales', 'Comamonadaceae', 'Comamonas', 'Comamonas testosteroni', 'Comamonas testosteroni S44']}"
912,Conexibacter woesei DSM 14684,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Solirubrobacterales', 'Conexibacteraceae', 'Conexibacter', 'Conexibacter woesei', 'Conexibacter woesei DSM 14684']}"
